timestamp,container_id,name,cpu_perc,mem_usage,mem_perc,net_io,block_io,pids
20250620_194255,b24e001d5c68,spark-worker-2,0.22%,661.6MiB / 10GiB,6.46%,350kB / 119kB,0B / 0B,75
20250620_194255,e1b960765cd9,spark-worker-3,0.26%,618.1MiB / 10GiB,6.04%,352kB / 157kB,0B / 0B,75
20250620_194255,258b10e30de6,spark-worker-5,0.29%,571.7MiB / 10GiB,5.58%,634kB / 490kB,0B / 0B,75
20250620_194255,f4bcea567504,spark-worker-4,0.29%,627.6MiB / 10GiB,6.13%,364kB / 161kB,0B / 0B,75
20250620_194255,81b6a3a8112c,spark-worker-1,0.27%,620.6MiB / 10GiB,6.06%,416kB / 208kB,0B / 0B,78
20250620_194255,a4aa5dba3d89,spark-master,162.74%,639.9MiB / 4GiB,15.62%,676kB / 1.65MB,0B / 0B,123
20250620_194302,b24e001d5c68,spark-worker-2,0.17%,287.7MiB / 10GiB,2.81%,506kB / 156kB,0B / 0B,37
20250620_194302,e1b960765cd9,spark-worker-3,0.07%,251.4MiB / 10GiB,2.46%,509kB / 303kB,0B / 0B,37
20250620_194302,258b10e30de6,spark-worker-5,0.22%,287MiB / 10GiB,2.80%,825kB / 544kB,0B / 0B,37
20250620_194302,f4bcea567504,spark-worker-4,0.08%,286.6MiB / 10GiB,2.80%,521kB / 235kB,0B / 0B,37
20250620_194302,81b6a3a8112c,spark-worker-1,0.07%,280.4MiB / 10GiB,2.74%,639kB / 345kB,0B / 0B,37
20250620_194302,a4aa5dba3d89,spark-master,21.07%,236.5MiB / 4GiB,5.77%,891kB / 2.29MB,0B / 0B,37
20250620_194334,b24e001d5c68,spark-worker-2,165.90%,459.5MiB / 10GiB,4.49%,510kB / 161kB,0B / 0B,58
20250620_194334,e1b960765cd9,spark-worker-3,162.99%,427.8MiB / 10GiB,4.18%,513kB / 308kB,0B / 0B,58
20250620_194334,258b10e30de6,spark-worker-5,186.13%,423.5MiB / 10GiB,4.14%,830kB / 548kB,0B / 0B,58
20250620_194334,f4bcea567504,spark-worker-4,164.36%,471MiB / 10GiB,4.60%,525kB / 239kB,0B / 0B,58
20250620_194334,81b6a3a8112c,spark-worker-1,195.01%,472.8MiB / 10GiB,4.62%,643kB / 350kB,0B / 0B,58
20250620_194334,a4aa5dba3d89,spark-master,107.90%,562.1MiB / 4GiB,13.72%,914kB / 2.32MB,0B / 0B,107
20250620_194342,b24e001d5c68,spark-worker-2,159.42%,600MiB / 10GiB,5.86%,555kB / 175kB,0B / 0B,78
20250620_194342,e1b960765cd9,spark-worker-3,192.26%,605.6MiB / 10GiB,5.91%,558kB / 322kB,0B / 0B,78
20250620_194342,258b10e30de6,spark-worker-5,183.31%,677.4MiB / 10GiB,6.62%,874kB / 563kB,0B / 0B,78
20250620_194342,f4bcea567504,spark-worker-4,171.50%,623.1MiB / 10GiB,6.08%,569kB / 254kB,0B / 0B,78
20250620_194342,81b6a3a8112c,spark-worker-1,199.58%,732.4MiB / 10GiB,7.15%,778kB / 400kB,0B / 0B,81
20250620_194342,a4aa5dba3d89,spark-master,10.38%,657.9MiB / 4GiB,16.06%,995kB / 2.6MB,0B / 0B,125
